0,1,2,3,4,5,6,7,8,9,10
frankfurter,grapes,soda,seasonal products,,,,,,,
beverages,canned beer,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
beef,spread cheese,bottled water,waffles,,,,,,,
chicken,domestic eggs,,,,,,,,,
salt,domestic eggs,,,,,,,,,
other vegetables,herbs,,,,,,,,,
bottled beer,herbs,,,,,,,,,
fish,newspapers,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
white bread,seasonal products,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
root vegetables,meat,,,,,,,,,
bottled beer,curd,,,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
other vegetables,white bread,,,,,,,,,
long life bakery product,semi-finished bread,,,,,,,,,
soda,yogurt,,,,,,,,,
white bread,frozen fruits,,,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
sausage,white bread,,,,,,,,,
other vegetables,sausage,,,,,,,,,
zwieback,bottled water,,,,,,,,,
butter,rolls/buns,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
chicken,brown bread,,,,,,,,,
tropical fruit,soda,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
baking powder,yogurt,,,,,,,,,
meat,whole milk,,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
pip fruit,whole milk,butter milk,yogurt,,,,,,,
pork,bottled water,,,,,,,,,
UHT-milk,beverages,,,,,,,,,
soda,coffee,,,,,,,,,
sparkling wine,cream cheese ,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
bottled water,soda,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
frankfurter,beef,,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
sausage,bottled beer,,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
specialty bar,specialty chocolate,,,,,,,,,
dessert,pickled vegetables,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
frankfurter,sausage,,,,,,,,,
berries,pip fruit,,,,,,,,,
pastry,shopping bags,sugar,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
chicken,flower (seeds),,,,,,,,,
root vegetables,butter milk,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,cat food,,,,,,,,,
sausage,other vegetables,fruit/vegetable juice,,,,,,,,
salty snack,pickled vegetables,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
tropical fruit,dessert,,,,,,,,,
frankfurter,flour,,,,,,,,,
pastry,newspapers,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
pastry,dish cleaner,,,,,,,,,
chewing gum,butter,,,,,,,,,
oil,sparkling wine,,,,,,,,,
bottled beer,fruit/vegetable juice,rolls/buns,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
frozen fruits,pot plants,,,,,,,,,
other vegetables,berries,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
chocolate,baking powder,,,,,,,,,
beef,chocolate,pastry,,,,,,,,
whole milk,cake bar,,,,,,,,,
salty snack,condensed milk,,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
detergent,butter,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
citrus fruit,specialty fat,,,,,,,,,
yogurt,herbs,pastry,whipped/sour cream,canned fish,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
root vegetables,shopping bags,,,,,,,,,
beverages,salt,,,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
pork,liquor,,,,,,,,,
whole milk,house keeping products,,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
other vegetables,domestic eggs,soap,pastry,,,,,,,
whole milk,butter,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
chicken,pastry,,,,,,,,,
citrus fruit,pork,napkins,domestic eggs,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
chicken,baking powder,,,,,,,,,
tropical fruit,flour,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
canned beer,brown bread,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
ham,other vegetables,,,,,,,,,
oil,yogurt,,,,,,,,,
margarine,liquor,,,,,,,,,
butter milk,margarine,,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
whole milk,tropical fruit,margarine,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
pip fruit,coffee,,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
candy,frozen meals,,,,,,,,,
beef,roll products ,,,,,,,,,
white bread,rolls/buns,,,,,,,,,
instant coffee,soda,frozen meals,artif. sweetener,,,,,,,
white bread,nuts/prunes,,,,,,,,,
pork,soda,soda,,,,,,,,
soda,yogurt,,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
pet care,mustard,,,,,,,,,
liver loaf,rolls/buns,rolls/buns,other vegetables,rolls/buns,packaged fruit/vegetables,flower (seeds),shopping bags,,,
curd,rice,other vegetables,canned fish,,,,,,,
napkins,bottled water,,,,,,,,,
root vegetables,butter,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beverages,canned fish,,,,,,,,,
waffles,sparkling wine,,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
canned fruit,dog food,,,,,,,,,
margarine,mayonnaise,,,,,,,,,
dessert,dental care,waffles,,,,,,,,
pip fruit,soda,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
whole milk,dog food,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
chicken,tropical fruit,,,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
berries,other vegetables,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
sausage,grapes,,,,,,,,,
bottled water,dessert,,,,,,,,,
soda,soda,,,,,,,,,
yogurt,chewing gum,soda,oil,,,,,,,
ham,newspapers,,,,,,,,,
photo/film,chewing gum,,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
sausage,root vegetables,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
pip fruit,sugar,frozen vegetables,,,,,,,,
beef,onions,,,,,,,,,
tropical fruit,other vegetables,soft cheese,,,,,,,,
pastry,onions,,,,,,,,,
pip fruit,soft cheese,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
hamburger meat,pork,,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
onions,butter,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
pastry,UHT-milk,,,,,,,,,
pork,liver loaf,canned beer,whole milk,,,,,,,
pork,curd,curd cheese,misc. beverages,,,,,,,
yogurt,dog food,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
whole milk,pip fruit,,,,,,,,,
curd,soda,ice cream,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
liver loaf,herbs,,,,,,,,,
other vegetables,soda,,,,,,,,,
white bread,beef,coffee,flour,,,,,,,
butter,shopping bags,,,,,,,,,
pastry,yogurt,,,,,,,,,
berries,soda,bottled beer,,,,,,,,
UHT-milk,fruit/vegetable juice,,,,,,,,,
pork,other vegetables,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pork,curd,,,,,,,,,
soda,beverages,,,,,,,,,
hard cheese,butter,,,,,,,,,
berries,root vegetables,,,,,,,,,
finished products,other vegetables,,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
chicken,pastry,,,,,,,,,
pastry,domestic eggs,bottled water,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
citrus fruit,dessert,bottled water,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
butter milk,soda,seasonal products,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
pork,condensed milk,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
beef,bottled water,bottled water,,,,,,,,
other vegetables,specialty fat,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
soda,onions,cream cheese ,,,,,,,,
chicken,whipped/sour cream,canned vegetables,,,,,,,,
whole milk,citrus fruit,butter,pip fruit,,,,,,,
curd,waffles,,,,,,,,,
meat,whole milk,ready soups,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
other vegetables,grapes,yogurt,butter milk,candy,soft cheese,,,,,
canned beer,dental care,,,,,,,,,
newspapers,salty snack,,,,,,,,,
beef,meat spreads,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
soft cheese,spices,,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
soda,red/blush wine,,,,,,,,,
ice cream,pork,,,,,,,,,
rolls/buns,specialty cheese,domestic eggs,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
frankfurter,yogurt,other vegetables,herbs,male cosmetics,,,,,,
bottled beer,beef,frozen vegetables,shopping bags,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
newspapers,cake bar,,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
sausage,tropical fruit,curd,,,,,,,,
waffles,whole milk,,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
condensed milk,waffles,,,,,,,,,
pip fruit,grapes,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
candy,whole milk,cling film/bags,whipped/sour cream,newspapers,baking powder,,,,,
sausage,grapes,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
other vegetables,coffee,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
pastry,bottled beer,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
root vegetables,dessert,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
UHT-milk,other vegetables,cake bar,,,,,,,,
ice cream,other vegetables,,,,,,,,,
fish,bottled beer,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
whole milk,soft cheese,,,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
finished products,other vegetables,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,ice cream,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pastry,ketchup,,,,,,,,,
margarine,long life bakery product,,,,,,,,,
pet care,mustard,,,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
liver loaf,processed cheese,,,,,,,,,
dessert,bottled beer,,,,,,,,,
butter milk,citrus fruit,,,,,,,,,
berries,napkins,cereals,,,,,,,,
frozen potato products,chocolate marshmallow,,,,,,,,,
ham,cream cheese ,,,,,,,,,
pip fruit,soda,,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
ham,domestic eggs,,,,,,,,,
domestic eggs,mayonnaise,coffee,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
chewing gum,ham,,,,,,,,,
citrus fruit,butter,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
beverages,cat food,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
frankfurter,brown bread,whole milk,root vegetables,,,,,,,
pork,soda,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
meat,citrus fruit,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
pip fruit,chocolate,,,,,,,,,
chicken,pastry,waffles,,,,,,,,
whole milk,pip fruit,,,,,,,,,
pip fruit,pudding powder,,,,,,,,,
bottled water,soda,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
pip fruit,butter milk,,,,,,,,,
root vegetables,butter,,,,,,,,,
liquor,baking powder,,,,,,,,,
root vegetables,onions,,,,,,,,,
tidbits,other vegetables,,,,,,,,,
pork,pip fruit,whole milk,shopping bags,,,,,,,
pip fruit,root vegetables,,,,,,,,,
onions,whole milk,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
photo/film,shopping bags,,,,,,,,,
pork,canned beer,,,,,,,,,
meat,rolls/buns,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
turkey,root vegetables,,,,,,,,,
soda,onions,,,,,,,,,
citrus fruit,flour,,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
whole milk,butter,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
butter,canned beer,domestic eggs,specialty chocolate,specialty chocolate,soda,root vegetables,canned fish,,,
citrus fruit,berries,,,,,,,,,
frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
butter milk,candles,pot plants,,,,,,,,
root vegetables,butter,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
yogurt,bottled water,long life bakery product,,,,,,,,
pork,whole milk,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
meat,other vegetables,,,,,,,,,
sausage,male cosmetics,,,,,,,,,
onions,canned fish,,,,,,,,,
sausage,sugar,,,,,,,,,
shopping bags,curd,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
rolls/buns,brown bread,,,,,,,,,
packaged fruit/vegetables,waffles,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,soda,specialty bar,other vegetables,frozen vegetables,,,,,,
other vegetables,chewing gum,,,,,,,,,
sausage,root vegetables,soda,chocolate marshmallow,,,,,,,
processed cheese,other vegetables,,,,,,,,,
fish,chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
ham,rolls/buns,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
UHT-milk,condensed milk,pastry,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
pork,bottled beer,,,,,,,,,
whole milk,bottled water,,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
chicken,rolls/buns,,,,,,,,,
ham,yogurt,,,,,,,,,
soda,butter,,,,,,,,,
sausage,hard cheese,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
other vegetables,soda,hard cheese,coffee,whipped/sour cream,newspapers,,,,,
bottled beer,whole milk,,,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
pork,bottled water,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
herbs,soft cheese,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
ham,brown bread,,,,,,,,,
hamburger meat,packaged fruit/vegetables,baking powder,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
tropical fruit,dishes,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
sausage,fruit/vegetable juice,,,,,,,,,
whole milk,yogurt,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
ham,frozen meals,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
pasta,oil,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
tropical fruit,grapes,ice cream,sweet spreads,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
soda,rolls/buns,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
chicken,coffee,,,,,,,,,
beverages,soda,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
chicken,yogurt,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
whole milk,soda,,,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
sausage,cream cheese ,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
white bread,specialty chocolate,,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
other vegetables,sausage,whole milk,butter milk,packaged fruit/vegetables,,,,,,
brown bread,chocolate,,,,,,,,,
pastry,brown bread,,,,,,,,,
whole milk,margarine,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pet care,whole milk,,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
flour,dessert,,,,,,,,,
yogurt,butter,,,,,,,,,
beef,white wine,,,,,,,,,
butter,margarine,,,,,,,,,
yogurt,pasta,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
chicken,yogurt,rolls/buns,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
red/blush wine,dog food,,,,,,,,,
beef,ice cream,,,,,,,,,
frankfurter,pastry,salt,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
tropical fruit,root vegetables,,,,,,,,,
turkey,chewing gum,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
ham,napkins,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
pip fruit,yogurt,citrus fruit,dental care,soda,shopping bags,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,soda,canned fish,,,,,,,,
other vegetables,butter,,,,,,,,,
onions,rolls/buns,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
white bread,flour,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
sausage,oil,whole milk,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
other vegetables,oil,,,,,,,,,
meat,whole milk,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
whole milk,ice cream,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
pork,yogurt,napkins,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
tropical fruit,chicken,soda,soda,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
other vegetables,beverages,,,,,,,,,
tropical fruit,instant coffee,yogurt,salty snack,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
pork,yogurt,,,,,,,,,
herbs,coffee,salt,,,,,,,,
berries,newspapers,,,,,,,,,
canned beer,onions,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
pip fruit,onions,yogurt,,,,,,,,
bottled water,shopping bags,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
popcorn,butter,,,,,,,,,
pork,liquor,,,,,,,,,
sugar,bottled water,cream cheese ,,,,,,,,
rolls/buns,soda,,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chicken,chocolate,,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
beef,waffles,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
onions,specialty bar,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
whole milk,newspapers,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
cereals,soda,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
whole milk,butter,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
other vegetables,whipped/sour cream,salty snack,,,,,,,,
citrus fruit,liquor,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
other vegetables,seasonal products,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
hamburger meat,tropical fruit,whipped/sour cream,rolls/buns,,,,,,,
chicken,bottled water,,,,,,,,,
candy,margarine,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
whole milk,yogurt,,,,,,,,,
chicken,yogurt,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,grapes,,,,,,,,,
other vegetables,butter milk,chewing gum,specialty chocolate,,,,,,,
curd,yogurt,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
white wine,bottled water,,,,,,,,,
